GC,title,lat,lon,country,region,county,numfinds,,
 GC7B2PP,Circuit de la Mine 12,N 46° 16.641,E 004° 17.516,France,Bourgogne-Franche-Comté,Saône-et-Loire,37,,
 GC7B2Q2,Circuit de la Mine 13,N 46° 16.737,E 004° 17.588,France,Bourgogne-Franche-Comté,Saône-et-Loire,39,,
 GC7B2QJ,Circuit de la Mine 14,N 46° 16.815,E 004° 17.708,France,Bourgogne-Franche-Comté,Saône-et-Loire,40,,
 GC7B3BK,Circuit de la Mine 15,N 46° 16.774,E 004° 17.837,France,Bourgogne-Franche-Comté,Saône-et-Loire,20,,
 GC7B3BZ,Circuit de la Mine 16,N 46° 16.664,E 004° 17.873,France,Bourgogne-Franche-Comté,Saône-et-Loire,32,,
 GC7B3C9,Circuit de la Mine 17,N 46° 16.520,E 004° 17.850,France,Bourgogne-Franche-Comté,Saône-et-Loire,13,,
 GC7B3CG,Circuit de la Mine 18,N 46° 16.403,E 004° 17.403,France,Bourgogne-Franche-Comté,Saône-et-Loire,51,,
 GC7B3CV,Circuit de la Mine 19,N 46° 16.299,E 004° 17.318,France,Bourgogne-Franche-Comté,Saône-et-Loire,50,,
 GC7B3D4,Circuit de la Mine 20,N 46° 16.231,E 004° 17.209,France,Bourgogne-Franche-Comté,Saône-et-Loire,45,,
 GC7B3DC,Circuit de la Mine 21,N 46° 16.051,E 004° 17.186,France,Bourgogne-Franche-Comté,Saône-et-Loire,30,,
 GC7B3DJ,Circuit de la Mine 22,N 46° 15.921,E 004° 17.342,France,Bourgogne-Franche-Comté,Saône-et-Loire,28,,
 GC7B3DN,Circuit de la Mine 23,N 46° 15.822,E 004° 17.409,France,Bourgogne-Franche-Comté,Saône-et-Loire,55,,
 GC7B4PG,La mine des Sarrasins,N 45° 09.625,E 006° 36.069,France,Auvergne-Rhône-Alpes,Savoie,3,,
 GC7B6NE,Grotta Zinzulusa,N 40° 00.656,E 018° 25.920,Italy,Puglia,Lecce,56,,
 GC7BDR0,La Chapelle Largeau - en direction de la mine,N 46° 56.832,W 000° 50.420,France,Nouvelle-Aquitaine,Deux-Sèvres,39,,
 GC7BF64,La Mine Haute du Freyssinet,N 44° 58.011,E 006° 33.034,France,Provence-Alpes-Côte d'Azur,Hautes-Alpes,7,,
 GC7BK60,Jaskinia Cabanowa,N 50° 46.080,E 019° 16.307,Poland,Śląskie,Częstochowski (Śląskie),30,,
 GC7BPWW,Zwischen der A10 und A114 #02: Grüner Baum,N 52° 37.808,E 013° 27.348,Germany,Berlin,Berlin,338,,
 GC7C5F5,LA GROTTA SBUCIATA,N 42° 05.865,E 013° 35.933,Italy,Abruzzo,L'Aquila,8,,
 GC7C95F,Der Schatz in der Höhle,N 46° 51.918,E 014° 14.509,Austria,Kärnten,Bezirk Sankt Veit an der Glan,21,,
 GC7CBZY,La loco de la mine de Rouy,N 42° 53.999,E 001° 38.912,France,Occitanie,Ariège,5,,
 GC7CNRF,LA PICCOLA CAVE DI TISCALI,N 40° 14.316,E 009° 29.735,Italy,Sardegna,Nuoro,24,,
 GC7CQB9,Leśny spacer Nr 15 Stara kopalnia,N 50° 09.799,E 018° 48.130,Poland,Śląskie,Mikołowski (Śląskie),72,,
 GC7CZNW,mine de la Garret,N 42° 43.358,E 002° 42.418,France,Occitanie,Pyrénées-Orientales,8,,
 GC7D0B0,POD KOPALNIĄ,N 50° 51.669,E 015° 26.763,Poland,Dolnośląskie,Lwówecki (Dolnośląskie),120,,
 GC7D7AD,Kopalnia Melafiru w Rybnicy Leśnej,N 50° 41.485,E 016° 16.323,Poland,Dolnośląskie,Wałbrzyski (Dolnośląskie),45,,
 GC7DMVF,Die Höhle am Schwarzensee,N 47° 36.130,E 014° 03.057,Austria,Steiermark,Bezirk Liezen,70,,
 GC7E74N,Wooden Cave,N 53° 43.940,E 009° 44.813,Germany,Schleswig-Holstein,Pinneberg (Kr),61,,
 GC7EHG5,Kopalnia Maria-Anna / sztolnia i szyby,N 50° 55.580,E 015° 26.220,Poland,Dolnośląskie,Lwówecki (Dolnośląskie),22,,
 GC7EN8C,Kopalnia Osobnica - Łazy Dębowieckie,N 49° 41.215,E 021° 24.369,Poland,Podkarpackie,Jasielski (Podkarpackie),45,,
 GC7F4GY,Gellert Hill Cave,N 47° 29.091,E 019° 03.131,Hungary,Budapest,Budapest,592,,
 GC7FBE1,La cave,N 48° 58.674,E 003° 20.297,France,Hauts-de-France,Aisne,59,,
 GC7FHDC,GeoNatale in grotta!!!,N 43° 57.046,E 010° 23.343,Italy,Toscana,Lucca,17,,
 GC7G64Y,CAVE DE BAILLY,N 47° 43.378,E 003° 37.632,France,Bourgogne-Franche-Comté,Yonne,65,,
 GC7GBX7,Kopalnia Wałbrzych,N 50° 45.590,E 016° 16.297,Poland,Dolnośląskie,Wałbrzych (Dolnośląskie),39,,
 GC7GN91,"Ces lapins, quelle VER(T)mine !",N 45° 50.153,E 001° 14.084,France,Nouvelle-Aquitaine,Haute-Vienne,11,,
 GC7GV99,Le cave di marmo di Arzo [IT] [D] [E],N 45° 52.830,E 008° 56.900,Switzerland,Ticino,Mendrisio (21),8,,
 GC7H3GN,L'ancienne mine,N 44° 15.107,E 001° 59.538,France,Occitanie,Aveyron,4,,
 GC7H8JF,Mine de fer sidérolithique vers Roppe,N 47° 40.749,E 006° 55.904,France,Bourgogne-Franche-Comté,Territoire-de-Belfort,24,,
 GC7H9KX,Die Gspöttgraben-Höhle,N 48° 15.585,E 016° 18.811,Austria,Wien,Wien,275,,
 GC7HAA2,[Cave Cache] Galleria San Carlo,N 45° 27.944,E 009° 11.794,Italy,Lombardia,Milano,49,,
 GC7HE51,Ricixxx-Via Cave,N 42° 31.811,E 011° 39.335,Italy,Lazio,Viterbo,3,,
 GC7HWQ6,cave funéraire,N 45° 12.309,E 000° 26.490,France,Nouvelle-Aquitaine,Dordogne,15,,
 GC7HX5D,Spider Cave,N 50° 40.106,E 011° 15.557,Germany,Thüringen,Saalfeld-Rudolstadt (Lkr),53,,
 GC7J7ZM,GEO-Dębieńsko #15 (1871) [kopalnia Philipp],N 50° 09.350,E 018° 43.330,Poland,Śląskie,Rybnicki (Śląskie),107,,
 GC7J8Q3,Jaskinia Ludwinowska ,N 50° 40.222,E 019° 26.740,Poland,Śląskie,Myszkowski (Śląskie),12,,
 GC7JK0J,The Dragon Cave  Kempen Event 2018,N 51° 23.015,E 005° 17.147,Netherlands,Noord-Brabant,Eersel,157,,
 GC7JXXE,JAMA,N 48° 09.729,E 017° 08.113,Slovakia,Bratislavský kraj,Bratislava III,144,,
 GC7JZ52,[ECLP]#34 - La Grotte d'Allain,N 50° 35.895,E 003° 24.730,Belgium,Hainaut,Tournai,64,,
 GC7K3PR,4e - boucle d'eguzon - La mine à Poitou,N 46° 25.981,E 001° 35.823,France,Centre-Val-de-Loire,Indre,15,,
 GC7KEBJ,La grotte aux Nains,N 47° 22.034,E 007° 29.205,Switzerland,Jura,Val Terbi (26),43,,
 GC7KEZM,grotte N-D de lourdes,N 50° 04.476,E 005° 09.484,Belgium,Luxembourg,Wellin,47,,
 GC7M31P,La carrière / The old slate mine,N 45° 19.994,E 001° 21.430,France,Nouvelle-Aquitaine,Corrèze,5,,
 GC7M4Y7,GKW #08 Kopalnia Siemianowice,N 50° 18.335,E 019° 01.029,Poland,Śląskie,Siemianowice Śląskie (Śląskie),13,,
 GC7M5GV,Little tree cave,N 51° 41.147,E 010° 04.930,Germany,Niedersachsen,Northeim (Lkr),69,,
 GC7MBGC,Odkrywkowa Kopalnia Kredy 3,N 51° 07.858,E 023° 31.259,Poland,Lubelskie,Chełm (Lubelskie),26,,
 GC7MBGV,Odkrywkowa Kopalnia Kredy 2,N 51° 08.046,E 023° 30.979,Poland,Lubelskie,Chełm (Lubelskie),33,,
 GC7MDG7,Kamniška jama 2018,N 46° 20.342,E 014° 36.743,Slovenia,Osrednjeslovenska,Kamnik,4,,
 GC7ME5W,Die verschlossene Höhle,N 46° 43.546,E 013° 39.521,Austria,Kärnten,Villach-Land,35,,
 GC7N1Y0,La mine du Travers Banc,N 44° 03.447,E 003° 00.246,France,Occitanie,Aveyron,13,,
 GC7N7P9,RETRO Games - Cave of Spikes (Neue Koords 7.2.19),N 53° 22.474,E 007° 36.408,Germany,Niedersachsen,Aurich (Lkr),57,,
 GC7NEV6,[RIK] Grotta San Pier Damiani,N 43° 27.560,E 012° 43.437,Italy,Marche,Pesaro e Urbino,10,,
 GC7P0PK,CE7# 20 - Cave vicinos,N 47° 32.300,E 004° 24.823,France,Bourgogne-Franche-Comté,Côte-d'Or,36,,
 GC7P1VE,Mezzana marine cave,N 44° 03.902,E 009° 55.202,Italy,Liguria,La Spezia,5,,
 GC7P2H9,#2 Vallée du Laval - Grotte,N 50° 00.342,E 005° 34.732,Belgium,Luxembourg,Sainte-Ode,49,,
 GC7P3HC,Mine de Pont Péan,N 48° 00.792,W 001° 42.702,France,Bretagne,Ille-et-Vilaine,68,,
 GC7PGB4,"Kopalnia ""Matylda""",N 51° 41.669,E 015° 44.379,Poland,Lubuskie,Nowosolski (Lubuskie),25,,
 GC7PPGA,Planetenweg - Die Höhle am Wasser,N 47° 33.191,E 015° 46.485,Austria,Steiermark,Weiz,54,,
 GC7PVKA,Grotta di Boriano,N 45° 46.222,E 013° 43.157,Italy,Friuli-Venezia Giulia,Provincia di Trieste,15,,
 GC7PY4G,#12 Escapade à Escanaffles - Grotte N-D de Lourdes,N 50° 44.509,E 003° 27.862,Belgium,Hainaut,Celles,104,,
 GC7QAAM,Kopalnia Węgla Kamiennego Nowa Ruda,N 50° 35.471,E 016° 30.849,Poland,Dolnośląskie,Kłodzki (Dolnośląskie),76,,
 GC7QDGP,JAMA MLINSKIH KAMNOV,N 46° 12.017,E 015° 23.743,Slovenia,Savinja Statistical Region,Šentjur,27,,
 GC7QDJG,Grotta di Cànova,N 45° 58.719,E 009° 20.613,Italy,Lombardia,Lecco,5,,
 GC7QN25,Grotta dei pipistrelli,N 43° 19.673,E 010° 36.191,Italy,Toscana,Pisa,80,,
 GC7QPX9,[GBE18] 3 - Circuit THEODORE La mine THEODORE ,N 47° 49.609,E 007° 19.323,France,Grand-Est,Haut-Rhin,78,,
 GC7R8MV,Kopalnia w Chudowie - Szyb VI,N 50° 12.382,E 018° 46.282,Poland,Śląskie,Gliwicki (Śląskie),37,,
 GC7R9ZE,Grotta dei Banditi,N 44° 14.210,E 011° 41.558,Italy,Emilia-Romagna,Ravenna,5,,
 GC7RGQ1,La Grotte du Géogràphe - Malmedy,N 50° 25.965,E 006° 01.602,Belgium,Liège,Malmedy,45,,
 GC7RK6E,LA MINI CAVE DI SU MANNAU,N 39° 24.423,E 008° 29.622,Italy,Sardegna,Carbonia-Iglesias,24,,
 GC7RPPZ,Grotta di Val de Varri,N 42° 11.399,E 013° 08.258,Italy,Lazio,Rieti,3,,
 GC7RPRY,Grotta di Luppa,N 42° 07.261,E 013° 09.442,Italy,Abruzzo,L'Aquila,7,,
 GC7RQFW,L'inquilino della grotta,N 43° 48.679,E 010° 27.187,Italy,Toscana,Lucca,19,,
 GC7T9PD,Lake Tisza 01,N 47° 38.462,E 020° 44.570,Hungary,Jász-Nagykun-Szolnok,Tiszafüredi járás,8,,
 GC7TA3H,Lake Tisza 02,N 47° 39.067,E 020° 43.562,Hungary,Heves,Füzesabonyi járás,5,,
 GC7TA4P,Lake Tisza 03,N 47° 38.370,E 020° 42.960,Hungary,Heves,Füzesabonyi járás,11,,
 GC7TGB5,musée de la mine,N 50° 28.358,E 002° 40.176,France,Hauts-de-France,Pas-de-Calais,27,,
 GC7TMJ9,Kőbányák a Naszályban - 1. Malomkő-bánya,N 47° 49.638,E 019° 09.267,Hungary,Pest megye,Váci járás,7,,
 GC7TMYW,Cave di Molera [GSG18],N 45° 48.599,E 008° 53.387,Italy,Lombardia,Varese,22,,
 GC7TWK4,Cave of Hot hill,N 46° 58.267,E 017° 51.960,Hungary,Veszprém,Balatonfüredi járás,8,,
 GC7TXYX,Jaskinia zbójów,N 49° 35.403,E 019° 24.215,Poland,Śląskie,żywiecki (Śląskie),3,,
 GC7V4TV,Kopalnia odkrywkowa Stanisław,N 50° 59.030,E 016° 27.923,Poland,Dolnośląskie,świdnicki (Dolnośląskie),23,,
 GC7V5TZ,Grotte N-D de Lourdes 1892,N 49° 51.276,E 005° 15.338,Belgium,Luxembourg,Bertrix,77,,
 GC7VFD0,4.La Cave,N 46° 31.409,E 001° 44.089,France,Centre-Val-de-Loire,Indre,27,,
 GC7VTQX,Mine de rien ...le retour !,N 48° 36.578,E 007° 49.107,France,Grand-Est,Bas-Rhin,12,,
 GC7W9M8,B/D #1 La mine de l'Elzet,N 44° 31.894,E 004° 07.753,France,Auvergne-Rhône-Alpes,Ardèche,6,,
 GC7WG1W,CAVE#1,N 45° 41.926,E 009° 40.406,Italy,Lombardia,Bergamo,104,,
 GC7WV0T,Mine's Pic Nic,GrayWolf,Fm,2018-08-27,2018-08-27,Italy,2020-08-25,0.00%,0.00%
 GC7WXAV,Sentierelsa: Grotta dell'Orso,N 43° 24.295,E 011° 08.143,Italy,Toscana,Siena,6,,
 GC7X1T0,EKOGV Ipoly Erdő Remete - barlang,N 47° 46.279,E 018° 55.209,Hungary,Pest megye,Szobi járás,19,,
 GC7X75D,A16 Kopalnia Strachocina ,N 49° 37.720,E 022° 04.251,Poland,Podkarpackie,Brzozowski (Podkarpackie),17,,
 GC7XHPC,Col de la Mine de Fer (2400m),N 45° 11.863,E 005° 59.333,France,Auvergne-Rhône-Alpes,Isère,8,,
 GC7XY1X,Cave of Zorgol khairkhan,N 46° 54.776,E 105° 51.564,Mongolia, , ,2,,
 GC7Y0CE,# 01 - La mine de Belzanes,N 46° 05.934,E 001° 23.198,France,Nouvelle-Aquitaine,Haute-Vienne,52,,
 GC7Y0D8,# 02 - La mine de Belzanes,N 46° 05.839,E 001° 23.231,France,Nouvelle-Aquitaine,Haute-Vienne,51,,
 GC7Y1DQ,# 03 - La mine de Belzanes,N 46° 05.766,E 001° 23.335,France,Nouvelle-Aquitaine,Haute-Vienne,47,,
 GC7Y1EY,# 04 - La mine de Belzanes,N 46° 05.699,E 001° 23.434,France,Nouvelle-Aquitaine,Haute-Vienne,53,,
 GC7Y1F0,# 06 - La mine de Belzanes,N 46° 05.717,E 001° 23.631,France,Nouvelle-Aquitaine,Haute-Vienne,39,,
 GC7Y1F4, # 05 - La mine de Belzanes,N 46° 05.645,E 001° 23.553,France,Nouvelle-Aquitaine,Haute-Vienne,49,,
 GC7Y1FB,# 07 - La mine de Belzanes,N 46° 05.817,E 001° 23.597,France,Nouvelle-Aquitaine,Haute-Vienne,39,,
 GC7Y1FG,# 08 - La mine de Belzanes,N 46° 05.892,E 001° 23.667,France,Nouvelle-Aquitaine,Haute-Vienne,45,,
 GC7Y1FP,# 09 - La mine de Belzanes,N 46° 05.997,E 001° 23.582,France,Nouvelle-Aquitaine,Haute-Vienne,44,,
 GC7Y1FQ,# 10 - La mine de Belzanes,N 46° 06.062,E 001° 23.499,France,Nouvelle-Aquitaine,Haute-Vienne,44,,
 GC7Y1FY,# 11 - La mine de Belzanes,N 46° 05.960,E 001° 23.432,France,Nouvelle-Aquitaine,Haute-Vienne,45,,
 GC7Y1G3,# 12 - La mine de Belzanes,N 46° 06.076,E 001° 23.364,France,Nouvelle-Aquitaine,Haute-Vienne,45,,
 GC7Y1G6,# 13 - La mine de Belzanes,N 46° 06.051,E 001° 23.238,France,Nouvelle-Aquitaine,Haute-Vienne,50,,
 GC7Y535,# 01 - La mine de l'âge,N 46° 04.932,E 001° 24.165,France,Nouvelle-Aquitaine,Haute-Vienne,46,,
 GC7Y53C,# 02 - La mine de l'âge,N 46° 04.848,E 001° 24.230,France,Nouvelle-Aquitaine,Haute-Vienne,49,,
 GC7Y53V,# 03 - La mine de l'âge,N 46° 04.755,E 001° 24.190,France,Nouvelle-Aquitaine,Haute-Vienne,46,,
 GC7Y549,# 04 - La mine de l'âge,N 46° 04.752,E 001° 24.055,France,Nouvelle-Aquitaine,Haute-Vienne,46,,
 GC7Y54D, # 05 - La mine de l'âge,N 46° 04.840,E 001° 24.060,France,Nouvelle-Aquitaine,Haute-Vienne,46,,
 GC7Y54G,# 06 - La mine de l'âge,N 46° 04.872,E 001° 23.940,France,Nouvelle-Aquitaine,Haute-Vienne,46,,
 GC7Y54P,# 07 - La mine de l'âge,N 46° 04.966,E 001° 23.974,France,Nouvelle-Aquitaine,Haute-Vienne,48,,
 GC7Y54X,"# 08 - La mine de l'âge, la loge",N 46° 05.009,E 001° 23.826,France,Nouvelle-Aquitaine,Haute-Vienne,46,,
 GC7Y7NM,Kopalnia Opiag,N 49° 31.634,E 021° 55.299,Poland,Podkarpackie,Krośnieński (Podkarpackie),3,,
 GC7YGWZ,G07 Kopalnia nafty i gazu w Brzezówce,N 50° 03.688,E 021° 33.778,Poland,Podkarpackie,Ropczycko-sędziszowski (Podkarpackie),20,,
 GC7YJPC,Le musée de la Mine,N 51° 00.741,E 002° 17.155,France,Hauts-de-France,Nord,11,,
 GC7YPTR,La mine du Puymorens,N 42° 33.092,E 001° 46.861,France,Occitanie,Pyrénées-Orientales,2,,
 GC7YWQC,CITO in grotta!,N 45° 56.010,E 009° 26.450,Italy,Lombardia,Lecco,5,,
 GC7Z18M,Zsivány barlang,N 47° 22.700,E 017° 50.075,Hungary,Győr-Moson-Sopron,Pannonhalmi járás,0,,
 GC7Z5Y8,Kopalnia,N 49° 59.864,E 019° 35.854,Poland,Małopolskie,Wadowicki (Małopolskie),43,,
 GC7Z6MJ,Kopalnia w Czatkowicach,N 50° 09.418,E 019° 38.598,Poland,Małopolskie,Krakowski (Małopolskie),11,,
 GC7Z72M,Hagener Geocaching Stammtisch - Cave 66 [2],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,11,,
 GC7Z873,Grotta a Male,N 42° 25.803,E 013° 29.033,Italy,Abruzzo,L'Aquila,3,,
 GC7ZDQJ,Remete barlang,N 47° 22.746,E 017° 50.107,Hungary,Győr-Moson-Sopron,Pannonhalmi járás,9,,
 GC7ZRX2,Découverte de..... Listrac Cave et château,N 45° 04.418,W 000° 47.568,France,Nouvelle-Aquitaine,Gironde,10,,
 GC800QP,Edelsteine und Gestein am ehemaligen Bergwerk ⚒,N 46° 48.150,E 013° 42.270,Austria,Kärnten,Spittal an der Drau,77,,
 GC805BG,Kopalnia Pilce,N 50° 30.519,E 016° 49.887,Poland,Dolnośląskie,Ząbkowicki (Dolnośląskie),11,,
 GC806CK,The hidden cave,N 48° 13.233,E 016° 07.941,Austria,Niederösterreich,Bezirk St. Pölten,12,,
 GC80D1N,Hagener Geocaching Stammtisch - Cave 66 [3],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,19,,
 GC80DHB,„Czerwionka w powstańczym zrywie” - 13/16 KOPALNIA,N 50° 10.307,E 018° 42.942,Poland,Śląskie,Rybnicki (Śląskie),38,,
 GC80GV7,Sur le chemin de la cave aux loups - 1,N 46° 40.611,E 000° 58.509,France,Centre-Val-de-Loire,Indre,14,,
 GC80GVB,Sur le chemin de la cave aux loups - 2,N 46° 40.704,E 000° 58.429,France,Centre-Val-de-Loire,Indre,12,,
 GC80GVJ,Sur le chemin de la cave aux loups - 3,N 46° 40.812,E 000° 58.411,France,Centre-Val-de-Loire,Indre,20,,
 GC80P2D,Forgotten Cave,N 48° 17.773,E 010° 59.388,Germany,Bayern,Aichach-Friedberg (Lkr),41,,
 GC80Q6E,La grotte,N 50° 22.917,E 005° 09.677,Belgium,Namur,Havelange,90,,
 GC80YT8,Sur le chemin de la cave aux loups - 4,N 46° 40.893,E 000° 58.358,France,Centre-Val-de-Loire,Indre,13,,
 GC80YTH,Sur le chemin de la cave aux loups - 5,N 46° 40.988,E 000° 58.297,France,Centre-Val-de-Loire,Indre,13,,
 GC80YTQ,Sur le chemin de la cave aux loups - 6,N 46° 41.070,E 000° 58.219,France,Centre-Val-de-Loire,Indre,12,,
 GC80YTZ,La cave aux loups,N 46° 41.108,E 000° 58.066,France,Centre-Val-de-Loire,Indre,11,,
 GC820BV,lll-Grotta dei Pagani,N 45° 57.262,E 010° 03.389,Italy,Lombardia,Bergamo,4,,
 GC825A8,Grotta di Val Asnina ,N 45° 47.485,E 009° 51.170,Italy,Lombardia,Bergamo,3,,
 GC8272M,Hagener Geocaching Stammtisch - Cave 66 [4],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,12,,
 GC82ATH,南湖公园 - NANHU PARK,N 43° 51.680,E 125° 18.100,China,Jilin, ,2,,
 GC82V1Q,Der Weg zur Lourdes Grotte,N 47° 17.863,E 008° 18.489,Switzerland,Aargau,Boswil (19),339,,
 GC837M6,Mine du Broum,N 43° 35.375,E 003° 22.966,France,Occitanie,Hérault,8,,
 GC83AJY,No (Wo)Man Cave,N 50° 55.180,E 003° 12.597,Belgium,West-Vlaanderen,Izegem,21,,
 GC83H87,Hagener Geocaching Stammtisch - Cave 66 [5],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,17,,
 GC83MNB,Höhle,N 47° 13.914,E 014° 35.898,Austria,Steiermark,Murtal,14,,
 GC83V9P,Creation Celebration @HGS* - Cave 66 [6],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,27,,
 GC83VAA,Jama Poltarica,N 45° 53.227,E 014° 46.028,Slovenia,Osrednjeslovenska,Ivančna Gorica,21,,
 GC84FA5,Cave coopérative de Gallargues le montueux,N 43° 42.884,E 004° 10.243,France,Occitanie,Gard,23,,
 GC84MTH,Grotte de St-Marie,N 47° 28.539,E 007° 01.788,Switzerland,Jura,Basse-Allaine (26),56,,
 GC84PX1,Alte Mine,N 49° 25.005,E 011° 00.981,Germany,Bayern,Fürth (Lkr),51,,
 GC84RAG,The Mamilch Cave,N 46° 29.129,E 007° 40.275,Switzerland,Bern,Kandersteg (2),22,,
 GC84TYK,Mine de La Coste,N 43° 59.956,E 003° 57.102,France,Occitanie,Gard,3,,
 GC84Y61,Hagener Geocaching Stammtisch - Cave 66 [7],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,14,,
 GC84YD6,La Cave de St Hilaire,N 44° 05.610,E 004° 07.490,France,Occitanie,Gard,15,,
 GC84YM4,Naravni most in jama,N 45° 57.544,E 013° 43.838,Slovenia,Goriška,Nova Gorica,4,,
 GC853PK,GEO-Dębieńsko #17 [Kopalnia Robert],N 50° 09.693,E 018° 44.669,Poland,Śląskie,Rybnicki (Śląskie),46,,
 GC855QZ, [CiTo31] Himbe5 - Grotte du Facteur,N 50° 24.975,E 005° 27.110,Belgium,Luxembourg,Durbuy,46,,
 GC8578Z,Ostravska jeskyne / Cave in Ostrava,N 49° 49.735,E 018° 18.250,Czechia,Moravskoslezský kraj,Ostrava-město,262,,
 GC85FF,Mine in Gyenesdiás (Gyenesdiás bánya),N 46° 46.870,E 017° 17.888,Hungary,Zala,Keszthelyi járás,624,,
 GC85MN2,Le TERRAIN de MINE..,N 47° 03.937,E 005° 25.119,France,Bourgogne-Franche-Comté,Jura,26,,
 GC85MV4,Leiten Höhle,N 48° 45.489,E 016° 34.997,Austria,Niederösterreich,Bezirk Mistelbach,35,,
 GC85NFF,La chapelle-grotte  ( bis ),N 49° 50.114,E 005° 18.996,Belgium,Luxembourg,Bertrix,54,,
 GC85T5B,Jaskinia Żydowska,N 50° 24.114,E 019° 04.216,Poland,Śląskie,Będziński (Śląskie),22,,
 GC868DE,Teréz-táró és csengő bánya (Aranyásók útja 5.),N 48° 30.171,E 021° 23.703,Hungary,Borsod-Abaúj-Zemplén,Gönci járás,25,,
 GC86EA,The cave of Letras,N 48° 06.043,E 020° 34.817,Hungary,Borsod-Abaúj-Zemplén,Miskolci járás,15,,
 GC86EA3,Area Archeologica RocceRè # 2 Grotta di Balmascura,N 44° 30.828,E 007° 18.990,Italy,Piemonte,Cuneo,6,,
 GC86F25,Kopalnia Anna Południe,N 49° 59.773,E 018° 24.933,Poland,Śląskie,Wodzisławski (Śląskie),12,,
 GC86QPF,MŁYNÓW 2 - KOPALNIA SZAROGŁAZU,N 50° 28.771,E 016° 39.651,Poland,Dolnośląskie,Kłodzki (Dolnośląskie),11,,
 GC86TAE,Höhle im Gallin,N 46° 40.488,E 014° 06.276,Austria,Kärnten,Feldkirchen,135,,
 GC86YZK,Crane’s Tree Cave,N 49° 24.888,E 007° 29.817,Germany,Rheinland-Pfalz,Kaiserslautern (Lkr),63,,
 GC879X1,[Needs Unarchived] - Grotta Tanaccia,N 44° 13.719,E 011° 45.404,Italy,Emilia-Romagna,Ravenna,4,,
 GC87AC7,Le petit train de la mine,N 49° 12.421,E 005° 56.259,France,Grand-Est,Meurthe-et-Moselle,41,,
 GC87BMC,La cave de St Esteve,N 43° 30.377,E 005° 55.683,France,Provence-Alpes-Côte d'Azur,Var,0,,
 GC87EB8,La Cave de St Estève,N 43° 30.274,E 005° 55.683,France,Provence-Alpes-Côte d'Azur,Var,10,,
 GC87FVQ,Grotte Notre Dame de Lourdes,N 49° 55.650,E 005° 16.758,Belgium,Luxembourg,Libin,55,,
 GC87TMH,Le train de la mine,N 48° 06.015,E 000° 30.058,France,Pays de la Loire,Sarthe,14,,
 GC882TJ,Hagener Geocaching Stammtisch - Cave 66 [8],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,9,,
 GC882TK,Hagener Geocaching Stammtisch - Cave 66 [9],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,16,,
 GC884EA,Hagener Geocaching Stammtisch - Cave 66 [10],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,15,,
 GC884H3,Mine 6#10 -[RELOADED] Attaque Imminente-#2,N 49° 11.830,E 005° 26.032,France,Grand-Est,Meuse,83,,
 GC88761,Cave coopérative des Arcs,N 43° 26.854,E 006° 28.571,France,Provence-Alpes-Côte d'Azur,Var,4,,
 GC88A43,MINE,N 43° 41.562,W 001° 07.589,France,Nouvelle-Aquitaine,Landes,13,,
 GC88C1B,Changchun Water Ecological Park I,N 43° 50.560,E 125° 20.019,China,Jilin, ,2,,
 GC88VFX,Changchun Water Ecological Park II,N 43° 50.560,E 125° 20.182,China,Jilin, ,0,,
 GC89221,Zabytkowa Kopalnia Ignacy (Virtual Reward 2.0),N 50° 03.737,E 018° 28.054,Poland,Śląskie,Rybnik (Śląskie),83,,
 GC89HGR,Grotta della Poesia,N 40° 17.145,E 018° 25.755,Italy,Puglia,Lecce,16,,
 GC8AE7J,la cave coopérative,N 43° 25.528,E 002° 56.780,France,Occitanie,Hérault,17,,
 GC8AE8B,Das verwunschene Bergwerk von Weißbriach,N 46° 41.423,E 013° 16.242,Austria,Kärnten,Hermagor,8,,
 GC8AEXN,Jama pod Ragovim logom,N 45° 48.283,E 015° 10.366,Slovenia,Jugovzhodna Slovenija,Novo mesto,8,,
 GC8BBRR,La Mine de Neufchef,N 49° 19.522,E 006° 01.761,France,Grand-Est,Moselle,128,,
 GC8BCF2,#19 circuit sel - Einville : la mine de sel,N 48° 39.297,E 006° 28.835,France,Grand-Est,Meurthe-et-Moselle,26,,
 GC8BF68,Lago Pratignano - Grotta delle Fate,N 44° 10.294,E 010° 49.200,Italy,Emilia-Romagna,Modena,3,,
 GC8BGQE,La grotte du vieux moulin ,N 49° 52.124,E 004° 59.602,Belgium,Namur,Bièvre,28,,
 GC8BV3B,Algrange 1 - La Mine d'Angevillers,N 49° 22.105,E 006° 03.143,France,Grand-Est,Moselle,44,,
 GC8BVBJ,Grotta dei Tre Livelli,N 37° 41.966,E 015° 01.990,Italy,Sicilia,Catania,49,,
